Semantics	Syntax	Semantic_classes_of_nouns	Pejorative	Chained	Associated_verbs	Left_context	Center	Punct	Right_context	Title	Author	Birthday	Header	Created	Sphere	Type	Topic	Publication	Publ_year	Full_context
Topic change	Ungoverned	Concrete		no		   	 Шутки 	  	шутками, а невзыскательная повесть моя 	Любовь Кабо. Правдёнка (1997) 	Любовь Кабо 	1917 	Правдёнка 	1997 	художественная 	рассказ, цикл 	 	 	 	  Шутки шутками, а невзыскательная повесть моя все разбухает и разбухает, в роман превращается, а с романа и спрос другой.  [Любовь Кабо. Правдёнка (1997)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		   В общем, 	 шутки 	  	шутками, бутылка бутылкой, а серьезным 	Любовь Кабо. Правдёнка (1997) 	Любовь Кабо 	1917 	Правдёнка 	1997 	художественная 	рассказ, цикл 	 	 	 	  В общем, шутки шутками, бутылка бутылкой, а серьезным людям из Союза писателей пришлось, оставив другие дела, заниматься всем этим вздором.  [Любовь Кабо. Правдёнка (1997)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		  	 Шутки 	  	шутками, а целый год мы 	Сергей Мостовщиков. Начало (1997) // «Столица», 1997.12.22 	Сергей Мостовщиков 	1966 	Начало 	1997 	публицистика ,  нехудожественная 	заметка 	частная жизнь 	«Столица» 	1997.12.22 	 Шутки шутками, а целый год мы делали для вас этот журнал.  [Сергей Мостовщиков. Начало (1997) // «Столица», 1997.12.22] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		  Что за бред, 	 шутки 	  	шутками, но у нас и 	Вячеслав Рыбаков. Трудно стать Богом (1996) 	Вячеслав Рыбаков 	1954 	Трудно стать Богом 	1996 	художественная 	повесть 	 	 	 	 Что за бред, шутки шутками, но у нас и впрямь совсем другие дела…  [Вячеслав Рыбаков. Трудно стать Богом (1996)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		  	 Шутки 	  	шутками, но физическая сущность фразы 	Константин Серафимов. Экспедиция во мрак (1978-1996) 	Константин Серафимов 	1953 	Экспедиция во мрак 	1978-1996 	публицистика ,  нехудожественная 	монография 	спорт 	 	1994 	 Шутки шутками, но физическая сущность фразы в достаточной степени соответствует реальному положению вещей при движении по пещере.  [Константин Серафимов. Экспедиция во мрак (1978-1996)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		   ― Нет, Вовка, 	 шутки 	- 	шутками, ― говорю я, ― а на 	Константин Серафимов. Экспедиция во мрак (1978-1996) 	Константин Серафимов 	1953 	Экспедиция во мрак 	1978-1996 	публицистика ,  нехудожественная 	монография 	спорт 	 	1994 	  ― Нет, Вовка, шутки-шутками, ― говорю я, ― а на многие вопросы, что в билетах, я и сам бы не ответил ― «двойку» бы схлопотал.  [Константин Серафимов. Экспедиция во мрак (1978-1996)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		   	 Шутки 	  	шутками, а в двухверевочном варианте 	Константин Серафимов. Экспедиция во мрак (1978-1996) 	Константин Серафимов 	1953 	Экспедиция во мрак 	1978-1996 	публицистика ,  нехудожественная 	монография 	спорт 	 	1994 	  Шутки шутками, а в двухверевочном варианте я не смог бы помочь Любе, и кто знает, чем бы все это кончилось.  [Константин Серафимов. Экспедиция во мрак (1978-1996)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		   	 Шутки 	  	шутками, а удача бродила где-то 	Константин Серафимов. Экспедиция во мрак (1978-1996) 	Константин Серафимов 	1953 	Экспедиция во мрак 	1978-1996 	публицистика ,  нехудожественная 	монография 	спорт 	 	1994 	  Шутки шутками, а удача бродила где-то рядом.  [Константин Серафимов. Экспедиция во мрак (1978-1996)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		 с тротуара», смеялся отец, но 	 шутки 	  	шутками, а вот ― спас.  	Андрей Лазарчук. Все, способные держать оружие... (1995) 	Андрей Лазарчук 	1958 	Все, способные держать оружие... 	1995 	художественная 	роман 	 	Лазарчук А. Все, способные держать оружие… 	2000 	 Он, кстати, и спас отца тогда ― «соскреб с тротуара», смеялся отец, но шутки шутками, а вот ― спас.  [Андрей Лазарчук. Все, способные держать оружие... (1995)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		 И ты такое ребенку говоришь?   ― 	 Шутки 	  	шутками, а онкология наверняка.  Что 	Павел Санаев. Похороните меня за плинтусом (1995) // «Октябрь», 1996 	Павел Санаев 	1969 	Похороните меня за плинтусом 	1995 	художественная 	повесть 	 	«Октябрь» 	1996 	 И ты такое ребенку говоришь?   ― Шутки шутками, а онкология наверняка.  Что это еще может быть?  [Павел Санаев. Похороните меня за плинтусом (1995) // «Октябрь», 1996] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		  ― Данька весело усмехнулся.   	 Шутки 	 ―  	шутками, а время идти.  Может 	Константин Серафимов. Голубой сталагмит (1978-1994) 	Константин Серафимов 	1953 	Голубой сталагмит 	1978-1994 	художественная 	рассказ 	спорт 	 	1994 	 ― Данька весело усмехнулся.   Шутки ― шутками, а время идти.  Может, и правда кому помочь надо.  [Константин Серафимов. Голубой сталагмит (1978-1994)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		  	 Шутки 	  	шутками, но кто их, вятичей 	коллективный. Светская хроника // «Огонек». № 7, 1991 	коллективный 	 	Светская хроника 	1991 	публицистика ,  нехудожественная 	заметка 	досуг, зрелища и развлечения, частная жизнь 	«Огонек». № 7 	1991 	 Шутки шутками, но кто их, вятичей, знает?  [коллективный. Светская хроника // «Огонек». № 7, 1991] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		  Но 	 шутки 	  	шутками, а вообще-то он бегал 	Майя Быкова. У избушки на курьих ножках // «Техника - молодежи», 1989 	Майя Быкова 	 	У избушки на курьих ножках 	1989 	публицистика ,  нехудожественная 	статья 	наука и технологии, биология 	«Техника - молодежи» 	1989 	 Но шутки шутками, а вообще-то он бегал за нами, подсматривал: следил.  [Майя Быкова. У избушки на курьих ножках // «Техника - молодежи», 1989] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		  	 Шутки 	 ―  	шутками, а Владаса Шакалиса ожидала 	Юлий Даниэль. Воспоминания // «Родник», 1989 	Юлий Даниэль 	1925 	Воспоминания 	1989 	публицистика ,  нехудожественная 	мемуары 	 	«Родник» 	1989 	 Шутки ― шутками, а Владаса Шакалиса ожидала Владимирская тюрьма, с ее чудовищным бытом, голодной нормой, тоской и тем, что хуже одиночества, ― принудительным соседством.  [Юлий Даниэль. Воспоминания // «Родник», 1989] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		   Фотоэстетик: ― 	 Шутки 	  	шутками, но если фоторепортеру и 	Сергей Дауговиш. О времени в фотографии // «Родник», 1989 	Сергей Дауговиш 	 	О времени в фотографии 	1989 	публицистика ,  нехудожественная 	статья 	искусство и культура 	«Родник» 	1989 	  Фотоэстетик: ― Шутки шутками, но если фоторепортеру и нужно знание о выразительной композиции кадра, то только для того, чтобы постоянно преодолевать его во время реальной фотосъемки…  [Сергей Дауговиш. О времени в фотографии // «Родник», 1989] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		   ― 	 Шутки 	  	шутками, а в Петербурге у 	Борис Васильев. Были и небыли. Книга 1 (1988) 	Борис Васильев 	1924 	Были и небыли. Книга 1 	1988 	художественная 	роман 	 	Васильев Б. Были и небыли 	1999 	  ― Шутки шутками, а в Петербурге у Бореля можно пообедать, и даже с вином, втрое дешевле, чем в мерзком галацком ресторане.  [Борис Васильев. Были и небыли. Книга 1 (1988)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		  	 Шутки 	  	шутками, а полномочия у совета 	Н. Катаргин. Революция продолжается сегодня (1987) // «Труд», 1987.11.07 	Н. Катаргин 	 	Революция продолжается сегодня 	1987 	публицистика ,  нехудожественная 	статья 	политика и общественная жизнь 	«Труд» 	1987.11.07 	 Шутки шутками, а полномочия у совета действительно большие.  [Н. Катаргин. Революция продолжается сегодня (1987) // «Труд», 1987.11.07] [омонимия не снята]
Topic change	Ungoverned	Concrete		yes		   Но 	 шутки 	  	шутками, литература литературой, а дела 	Виктор Астафьев. Зрячий посох (1978-1982) 	Виктор Астафьев 	1924 	Зрячий посох 	1978-1982 	художественная 	повесть 	 	Виктор Астафьев. Обертон 	1998 	  Но шутки шутками, литература литературой, а дела у Александра Николаевича со здоровьем шли все хуже и хуже.  [Виктор Астафьев. Зрячий посох (1978-1982)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		   	 Шутки 	  	шутками, но болезнь в значительной 	Леонид Утесов. «Спасибо, сердце!» (1982) 	Леонид Утесов 	1895 	«Спасибо, сердце!» 	1982 	публицистика ,  нехудожественная 	мемуары 	 	Леонид Утёсов. Спасибо, сердце! 	1999 	  Шутки шутками, но болезнь в значительной мере подорвала мое здоровье, единственным утешением было то, что я похудел на двадцать килограммов.  [Леонид Утесов. «Спасибо, сердце!» (1982)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		  	 Шутки 	  	шутками, а лучше дома пересидеть 	Георгий Владимов. Шестой солдат (1970-1981) 	Георгий Владимов 	1931 	Шестой солдат 	1970-1981 	художественная 	пьеса 	 	Георгий Владимов. Собр. соч. в 4 т. Том 1 	2004 	 Шутки шутками, а лучше дома пересидеть, чем где-нибудь.  [Георгий Владимов. Шестой солдат (1970-1981)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		 все же допрошу меня пристроить.  	 Шутки 	,  	шутками, а книги мне нужны 	Владимир Орлов. Альтист Данилов (1980) 	Владимир Орлов 	1936 	Альтист Данилов 	1980 	художественная 	роман 	 	Владимир Орлов. Альтист Данилов 	1981 	 ― А в очередь я все же допрошу меня пристроить.  Шутки, шутками, а книги мне нужны.   ― Хорошо, ― кивнул Ростовцев, он, наверное, думал о своих отношениях с Клавдией, оттого, вздыхал и рассеянно окунал ложечку в растаявшее мороженое.  [Владимир Орлов. Альтист Данилов (1980)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		  ― Игорек, не ерепенься.  	 Шутки 	  	шутками ― дело по твоей части 	С. Высоцкий. Крутой поворот // «Человек и закон», 1978 	С. Высоцкий 	 	Крутой поворот 	1978 	художественная 	повесть 	 	«Человек и закон» 	1978 	 ― Игорек, не ерепенься.  Шутки шутками ― дело по твоей части.  Я, когда о тебе думаю…  [С. Высоцкий. Крутой поворот // «Человек и закон», 1978] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		  ― Ладно, 	 шутки 	  	шутками, а без меня ничего 	Виктор Пронин. Самоубийство (1978) 	Виктор Пронин 	1938 	Самоубийство 	1978 	художественная 	повесть 	 	Приключения 	1978 	 ― Ладно, шутки шутками, а без меня ничего не предпринимай.  [Виктор Пронин. Самоубийство (1978)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		   	 Шутки 	  	шутками, но бороться за озеленение 	Л. И. Брежнев. Целина (1977) 	Л. И. Брежнев 	1906 	Целина 	1977 	публицистика ,  нехудожественная 	мемуары 	 	Л. И. Брежнев. Воспоминания: Жизнь по заводскому гудку. Чувство Родины. Малая земля. Возрождение. Целина 	1982 	  Шутки шутками, но бороться за озеленение новых совхозов тоже приходилось уже тогда.  [Л. И. Брежнев. Целина (1977)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		 больше, чем это доступно остальным…  	 Шутки 	  	шутками, а уснуть не удастся 	Магсуд Ибрагимбеков. Кто поедет в Трускавец (1977) 	Магсуд Ибрагимбеков 	1935 	Кто поедет в Трускавец 	1977 	художественная 	повесть 	 	Ибрагимбеков Магсуд. Кто поедет в Трускавец 	1983 	 И парализованной маман никакого ущерба не предвидится от того, что ее дочери представилась возможность расширить свой кругозор и освежить некоторые воспоминания, составляющие весьма существенную и приятную сторону почти каждого супружества, особенно в начальный его период, в обществе интеллигентного и привлекательного мужчины, каким, по справедливости, выгляжу я среди остальных двух миллиардов без малого мужчин, которые, если бы им довелось собраться всем вместе и выразить свое  мнение на мой счет посредством свободного и тайного голосования, без всякого сомнения, отвели бы мне место в рядах первых двадцати миллионов, составляющих по своим физическим данным и умственному развитию самую здоровую часть человечества и являющихся обладателями куда более ценных качеств, таких, как способность творить и умение увидеть в пестрой окраске мира на три-четыре цвета больше, чем это доступно остальным…  Шутки шутками, а уснуть не удастся.  Видно, этот сегодняшний прием у хирурга продолжает оказывать свое действие, нервы никак после возбуждения успокоиться не могут…  [Магсуд Ибрагимбеков. Кто поедет в Трускавец (1977)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		 Нема часу, тому що сьогодні весілля, свадьба, віддають заміж Наталку. Три дні усе село п’ е. На четвертий похміляеться. А на п’ ятий, диви, женять Петра. Три дні пьють. На четвертий похміляються. А тут як раз помер старий Павло. Чотир дні пьють. На п’ ятий похміляються. Не встигли ще поховати Павла ― Пасха, Великдень. Тиждень (неделю) пьють. На восьмий похміляються. А на дев’ ятий ― бац! ― Перше травня (Первое мая). Ну, як не випиты, сам Бог наказав. У календарі ― червоне. Потім Дев’ яте травня ― День Победы. А потім Храм, а потім…   	 Шутки 	  	шутками, а вот гляжу я 	Виктор Некрасов. Взгляд и Нечто (1977) 	Виктор Некрасов 	1911 	Взгляд и Нечто 	1977 	художественная 	повесть 	 	Виктор Некрасов. Записки зеваки 	2004 	Нема часу, тому що сьогодні весілля, свадьба, віддають заміж Наталку. Три дні усе село п’ е. На четвертий похміляеться. А на п’ ятий, диви, женять Петра. Три дні пьють. На четвертий похміляються. А тут як раз помер старий Павло. Чотир дні пьють. На п’ ятий похміляються. Не встигли ще поховати Павла ― Пасха, Великдень. Тиждень (неделю) пьють. На восьмий похміляються. А на дев’ ятий ― бац! ― Перше травня (Первое мая). Ну, як не випиты, сам Бог наказав. У календарі ― червоне. Потім Дев’ яте травня ― День Победы. А потім Храм, а потім…   Шутки шутками, а вот гляжу я на сидящих передо мной Миколу и Андрия и живо рисую их визит на Киевщину или на Черкащину.  [Виктор Некрасов. Взгляд и Нечто (1977)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		 Ну и на прощание спрашивает: «	 Шутки 	  	шутками, а на каких бы 	Виктор Некрасов. Взгляд и Нечто (1977) 	Виктор Некрасов 	1911 	Взгляд и Нечто 	1977 	художественная 	повесть 	 	Виктор Некрасов. Записки зеваки 	2004 	 Ну и на прощание спрашивает: «Шутки шутками, а на каких бы вы условиях вернулись бы?»  [Виктор Некрасов. Взгляд и Нечто (1977)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		   Но 	 шутки 	  	шутками, а если говорить серьезно 	Виктор Некрасов. Взгляд и Нечто (1977) 	Виктор Некрасов 	1911 	Взгляд и Нечто 	1977 	художественная 	повесть 	 	Виктор Некрасов. Записки зеваки 	2004 	  Но шутки шутками, а если говорить серьезно, долг каждого честного человека, оказавшегося в условиях, в которых оказался я, пользоваться каждым подвернувшимся случаем, чтоб говорить и доносить ПРАВДУ до тех, кто лишен возможности знать ее.  [Виктор Некрасов. Взгляд и Нечто (1977)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		 вас и ради научной проверки… 	 Шутки 	  	шутками, а потом Электроник пришлет 	Евгений Велтистов. Победитель невозможного (1975) 	Евгений Велтистов 	1934 	Победитель невозможного 	1975 	художественная 	повесть 	 	Евгений Велтистов. Приключения Электроника 	1998 	 ― Хорошо, только из-за вас и ради научной проверки… Шутки шутками, а потом Электроник пришлет целый том моих ошибок.  [Евгений Велтистов. Победитель невозможного (1975)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		   Однако 	 шутки 	  	шутками, а переговоры наши принимали 	Анастас Микоян. Так было (1971-1974) 	Анастас Микоян 	1895 	Так было 	1971-1974 	публицистика ,  нехудожественная 	мемуары 	 	Анастас Микоян. Так было 	1999 	  Однако шутки шутками, а переговоры наши принимали явно затяжной характер, а в части основного финансового вопроса они просто зашли в тупик.  [Анастас Микоян. Так было (1971-1974)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		   ― Ты это брось, ― говорю.  ― 	 Шутки 	  	шутками…   ― Знаю, ― говорит он.  	Аркадий Стругацкий, Борис Стругацкий. Пикник на обочине (1971) 	Аркадий Стругацкий, Борис Стругацкий 	1925, 1933 	Пикник на обочине 	1971 	художественная 	роман 	 	 	2004 	  ― Ты это брось, ― говорю.  ― Шутки шутками…   ― Знаю, ― говорит он.  [Аркадий Стругацкий, Борис Стругацкий. Пикник на обочине (1971)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		  ― 	 Шутки 	  	шутками, а за такое и 	Аркадий Стругацкий, Борис Стругацкий. Пикник на обочине (1971) 	Аркадий Стругацкий, Борис Стругацкий 	1925, 1933 	Пикник на обочине 	1971 	художественная 	роман 	 	 	2004 	 ― Шутки шутками, а за такое и по морде можно схлопотать.  [Аркадий Стругацкий, Борис Стругацкий. Пикник на обочине (1971)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		   	 Шутки 	  	шутками, а заряд негодования в 	Л. К. Чуковская. Памяти детства: Мой отец – Корней Чуковский (1971) 	Л. К. Чуковская 	1907 	Памяти детства: Мой отец – Корней Чуковский 	1971 	публицистика ,  нехудожественная 	мемуары 	искусство и культура, частная жизнь 	Лидия Чуковская. Памяти детства. Мой отец - Корней Чуковский 	2007 	  Шутки шутками, а заряд негодования в этих строках огромен.  [Л. К. Чуковская. Памяти детства: Мой отец – Корней Чуковский (1971)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		  	 Шутки 	  	шутками, но все это действительно 	Юлий Даниэль. Письма из заключения (1966-1970) 	Юлий Даниэль 	1925 	Письма из заключения 	1966-1970 	бытовая ,  нехудожественная 	письмо личное 	частная жизнь 	Юлий Даниэль. «Я всё сбиваюсь на литературу…» Письма из заключения. Стихи 	2000 	" Шутки шутками, но все это действительно гадость; и самое для меня непонятное ― как у него будет с работой.  [Юлий Даниэль. Письма из заключения (1966-1970)] [омонимия не снята]"
Topic change	Ungoverned	Concrete		no		  	 Шутки 	  	шутками, а из-за этих часов 	Аркадий Стругацкий, Борис Стругацкий. Дело об убийстве, или Отель «У погибшего альпиниста» (1970) 	Аркадий Стругацкий, Борис Стругацкий 	1925, 1933 	Дело об убийстве, или Отель «У погибшего альпиниста» 	1970 	художественная 	роман 	 	 	2004 	 Шутки шутками, а из-за этих часов у него могут случиться серьезные неприятности.  [Аркадий Стругацкий, Борис Стругацкий. Дело об убийстве, или Отель «У погибшего альпиниста» (1970)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		   ― 	 Шутки 	  	шутками, Александр Порфирьевич, ― подал голос 	коллективный. Тайник // «Огонек». №№ 5-6, 8-13, 1970 	коллективный 	 	Тайник 	1970 	художественная 	повесть 	 	«Огонек». №№ 5-6, 8-13 	1970 	  ― Шутки шутками, Александр Порфирьевич, ― подал голос Крылов, ― а молодого человека, видимо, нет-нет да и, как вы правильно заметили, бросает из одной крайности в другую.  [коллективный. Тайник // «Огонек». №№ 5-6, 8-13, 1970] [омонимия не снята]
Topic change	Ungoverned	Concrete		yes		  Но, как говорится, 	 шутки 	  	шутками, а дело делом ― Кальбиев 	Мирза Ибрагимов. Метаморфоза (1969) 	Мирза Ибрагимов 	1911 	Метаморфоза 	1969 	художественная 	рассказ 	 	Советский рассказ (Серия БВЛ). Т. 2 	1975 	 Но, как говорится, шутки шутками, а дело делом ― Кальбиев приступил к исполнению новых обязанностей.  [Мирза Ибрагимов. Метаморфоза (1969)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		   — 	 Шутки 	  	шутками, — сказал прокурор, — а если 	Аркадий Стругацкий, Борис Стругацкий. Обитаемый остров (1967-1969) 	Аркадий Стругацкий, Борис Стругацкий 	1925, 1933 	Обитаемый остров 	1967-1969 	художественная 	роман 	 	 	2004 	  — Шутки шутками, — сказал прокурор, — а если бы ты замолвил словечко…  [Аркадий Стругацкий, Борис Стругацкий. Обитаемый остров (1967-1969)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		  	 Шутки 	  	шутками, а я еду на 	В. Лихоносов. Люблю тебя светло (1968) 	В. Лихоносов 	1936 	Люблю тебя светло 	1968 	художественная 	повесть 	 	В. И. Лихоносов. Люблю тебя светло 	1971 	 Шутки шутками, а я еду на Валдай.  [В. Лихоносов. Люблю тебя светло (1968)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		   	 Шутки 	  	шутками, а остановка завода ― дело 	Евгений Велтистов. Глоток солнца (1967) 	Евгений Велтистов 	1934 	Глоток солнца 	1967 	художественная 	повесть 	 	Велтистиов Е. С. Глоток солнца. Записки программиста Марта Снегова 	1967 	  Шутки шутками, а остановка завода ― дело серьезное.  [Евгений Велтистов. Глоток солнца (1967)] [омонимия не снята]
Topic change	Ungoverned	Concrete		yes		 готовые чулки, перчатки и свитера…   	 Шутки 	 ―  	шутками, а нити ― нитями.   Белковые 	И. Дуэль. Четверть века назад // «Химия и жизнь», 1967 	И. Дуэль 	 	Четверть века назад 	1967 	публицистика ,  нехудожественная 	статья 	история, наука и технологии, химия, биология 	«Химия и жизнь» 	1967 	"  Из решетки мясорубки вылезали готовые чулки, перчатки и свитера…   Шутки ― шутками, а нити ― нитями.   Белковые нити подвешивали к крючку торзионных весов; к нити прикреплялся грузик, к стрелке весов ― небольшое зеркальце, бросавшее «зайчик» на шкалу линейки.  [И. Дуэль. Четверть века назад // «Химия и жизнь», 1967] [омонимия не снята]"
Topic change	Ungoverned	Concrete		no		   ― 	 Шутки 	  	шутками, ― перебил Калужский, ― но эта 	Эльдар Рязанов, Эмиль Брагинский. Берегись автомобиля (1966) 	Эльдар Рязанов, Эмиль Брагинский 	1927, 1921 	Берегись автомобиля 	1966 	художественная 	киноповесть 	 	Эльдар Рязанов, Эмиль Брагинский. Тихие омуты 	1999 	  ― Шутки шутками, ― перебил Калужский, ― но эта история стала уже скандальной.  [Эльдар Рязанов, Эмиль Брагинский. Берегись автомобиля (1966)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		   	 Шутки 	  	шутками, а в этой резкой 	А. И. Пантелеев. Наша Маша (1966) 	А. И. Пантелеев 	1908 	Наша Маша 	1966 	публицистика ,  нехудожественная 	дневник, записные книжки 	 	Собр. соч.: В 4 т. Т. 4 	1984 	  Шутки шутками, а в этой резкой ломке заключается некоторая опасность.  [А. И. Пантелеев. Наша Маша (1966)] [омонимия не снята]
Topic change	Ungoverned	Concrete		yes		 умеет смеяться и фантазировать.  Но 	 шутки 	  	шутками, а дело ― делом.  Он 	Василий Песков. Белые сны (1964) 	Василий Песков 	1930 	Белые сны 	1964 	публицистика ,  нехудожественная 	монография 	наука и технологии, путешествия 	В. М. Песков. Белые сны 	1965 	 Геннадий Григорьевич умеет смеяться и фантазировать.  Но шутки шутками, а дело ― делом.  Он так предсказал погоду однажды, что американцы только пожали плечами.  [Василий Песков. Белые сны (1964)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		  	 Шутки 	  	шутками, но дисциплину он все-таки 	Леонид Пасенюк. Гнус // «Огонек». № 33, 1959 	Леонид Пасенюк 	 	Гнус 	1959 	художественная 	рассказ 	 	«Огонек». № 33 	1959 	 Шутки шутками, но дисциплину он все-таки уважал.  [Леонид Пасенюк. Гнус // «Огонек». № 33, 1959] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		   	 Шутки 	  	шутками, но никто не умел 	В. А. Солоухин. Капля росы (1959) 	В. А. Солоухин 	1924 	Капля росы 	1959 	художественная 	повесть 	 	Солоухин В. А. Собр. соч.: В 5 т. Т.1 	2006 	  Шутки шутками, но никто не умел сделать лучше Черновых мельницу, чтобы крутилась, поставленная над весенним ручьем, и лыжи у них были самодельные.  [В. А. Солоухин. Капля росы (1959)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		  	 Шутки 	  	шутками, а надо им и 	А. И. Мусатов. Клава Назарова (1958) 	А. И. Мусатов 	1911 	Клава Назарова 	1958 	художественная 	повесть 	 	Собрание сочинений в 3-х томах. Т. 3 	1978 	 Шутки шутками, а надо им и о себе подумать.  [А. И. Мусатов. Клава Назарова (1958)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		 понимать ваше столь необычное приветствие?   ― 	 Шутки 	  	шутками.  А я хочу вам 	Владимир Дудинцев. Не хлебом единым (1956) 	Владимир Дудинцев 	1918 	Не хлебом единым 	1956 	художественная 	роман 	 	Дудинцев В. Не хлебом единым 	1957 	 ― Простите, а как я должен понимать ваше столь необычное приветствие?   ― Шутки шутками.  А я хочу вам по секрету сказать одну вещь, ― шепнула Надя.  [Владимир Дудинцев. Не хлебом единым (1956)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		   ― 	 Шутки 	  	шутками, мужики, а ведь об 	Г. М. Марков. Строговы. Кн. 2 (1936-1948) 	Г. М. Марков 	1911 	Строговы. Кн. 2 	1936-1948 	художественная 	роман 	 	Марков Г. М. Строговы: Роман 	1965 	  ― Шутки шутками, мужики, а ведь об этом и в самом деле стоит подумать, ― проговорил Матвей.  [Г. М. Марков. Строговы. Кн. 2 (1936-1948)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		  Он был темен.  	 Шутки 	  	шутками, а все же…   Басовский 	С. Д. Мстиславский. Грач ― птица весенняя (1937) 	С. Д. Мстиславский 	1876 	Грач ― птица весенняя 	1937 	художественная 	повесть 	 	Мстиславский С. Грач ― птица весенняя 	1975 	 Он был темен.  Шутки шутками, а все же…   Басовский озабоченно сказал Бобровскому:  [С. Д. Мстиславский. Грач ― птица весенняя (1937)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		  Нет, 	 шутки 	 ―  	шутками, а надо же как-то 	И. Л. Солоневич. Россия в концлагере (1935) 	И. Л. Солоневич 	1891 	Россия в концлагере 	1935 	публицистика ,  нехудожественная 	мемуары 	политика и общественная жизнь, администрация и управление, криминал, частная жизнь, бизнес, коммерция, экономика, финансы, спорт, социология, право 	III Издание. Издательство «Голосъ Россiи», Софiя, 1938 	1938 	 Нет, шутки ― шутками, а надо же как-то друг другу помогать…  [И. Л. Солоневич. Россия в концлагере (1935)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		  	 Шутки 	  	шутками, но таскать в квартиру 	Л. С. Соболев. Капитальный ремонт (1932) 	Л. С. Соболев 	1898 	Капитальный ремонт 	1932 	художественная 	роман 	 	Соболев Л. Капитальный ремонт 	1989 	 Шутки шутками, но таскать в квартиру подозрительных людей ― это уж слишком.  [Л. С. Соболев. Капитальный ремонт (1932)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		   	 Шутки 	  	шутками, крепость ― потешная, но при 	А. Н. Толстой. Петр Первый. Книга первая (1930) 	А. Н. Толстой 	1882 	Петр Первый. Книга первая 	1930 	художественная 	роман 	 	А. Н. Толстой. Петр Первый 	1974 	  Шутки шутками, крепость ― потешная, но при случае в ней можно было и отсидеться.  [А. Н. Толстой. Петр Первый. Книга первая (1930)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		   Я вижу, 	 шутки 	  	шутками, а пора уж и 	М. А. Шолохов. Председатель Реввоенсовета республики (1925) 	М. А. Шолохов 	1905 	Председатель Реввоенсовета республики 	1925 	художественная 	рассказ 	 	Шолохов М. А. Собр. соч.: В 8 т. Т. 1 	1956 	  Я вижу, шутки шутками, а пора уж и хвост на сторону, но ничего не попишешь ― жду.  [М. А. Шолохов. Председатель Реввоенсовета республики (1925)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		  ― 	 Шутки 	  	шутками, а курить до смерти 	Б. С. Житков. Под водой (1924) 	Б. С. Житков 	1882 	Под водой 	1924 	художественная 	рассказ 	 	Б. Житков. «Джарылгач». Рассказы и повести 	1980 	 ― Шутки шутками, а курить до смерти хочется.  [Б. С. Житков. Под водой (1924)] [омонимия не снята]
