Semantics	Syntax	Semantic_classes_of_nouns	Pejorative	Chained	Associated_verbs	Left_context	Center	Punct	Right_context	Title	Author	Birthday	Header	Created	Sphere	Type	Topic	Publication	Publ_year	Full_context
Topic change	ungoverned	Concrete		no		   ― Лето летом, а 	 Канада 	  	кампанией, а всем до «Тезиковки 	Дина Рубина. На солнечной стороне улицы (1980-2006) 	Дина Рубина 	1953 	На солнечной стороне улицы 	1980-2006 	художественная 	роман 	 	Дина Рубина. На солнечной стороне улицы 	2008 	 Кампания кампанией, а всем до «Тезиковки» надо.  [Дина Рубина. На солнечной стороне улицы (1980-2006)] [омонимия не снята]
Topic change	ungoverned	Concrete		no		"  : -) """	 Капуста 	  	Канадой, ― мама перехватила свитер и 	Виктор Некрасов. Маленькая печальная повесть (1986) 	Виктор Некрасов 	1911 	Маленькая печальная повесть 	1986 	художественная 	повесть 	 	В. Некрасов «Написано карандашом» 	1990 	  ― Лето летом, а Канада Канадой, ― мама перехватила свитер и опять сунула в чемодан.  [Виктор Некрасов. Маленькая печальная повесть (1986)] [омонимия не снята]
Topic change	ungoverned	Concrete		no		  	 Картошка 	  	капустой, а в доме, мама 	Женщина + мужчина: Секс (форум) (2004) 	 	 	Женщина + мужчина: Секс (форум) 	2004 	электронная коммуникация ,  нехудожественная 	форум 	частная жизнь 	Форум на eva.ru 	2005 	" : -) ""Капуста капустой, а в доме, мама, надо и мясные закуски держать!..»  [Женщина + мужчина: Секс (форум) (2004)] [омонимия не снята]"
Topic change	ungoverned	Concrete		no		 не хуже Розочки враз погрустнела ― 	 картошка 	  	картошкой, с ней вляпались, но 	Олег Павлов. Казенная сказка (1993) 	Олег Павлов 	1970 	Казенная сказка 	1993 	художественная 	роман 	 	Павлов О. Казенная сказка 	1999 	 Картошка картошкой, с ней вляпались, но сам он себя подвел под приговор, что целился, стрелял при свидетелях».  [Олег Павлов. Казенная сказка (1993)] [омонимия не снята]
Topic change	ungoverned	Human + animals		no		  	 Касьянов 	  	картошкой, а к двадцать седьмому 	Виктор Слипенчук. Зинзивер (2001) 	Виктор Слипенчук 	1941 	Зинзивер 	2001 	художественная 	роман 	 	Виктор Слипенчук. Зинзивер 	2001 	 Насладясь впечатлением, вдруг хохотнула и не хуже Розочки враз погрустнела ― картошка картошкой, а к двадцать седьмому марта, к дню поминовения, или, как она сказала, поминальной субботе, ей край как надо быть дома.  [Виктор Слипенчук. Зинзивер (2001)] [омонимия не снята]
Topic change	ungoverned	Concrete		no		 иронией наблюдал за суетливым человеком.   ― 	 Катастрофа 	  	Касьяновым, на марше много было 	...Всех задерживаем... (форум) (2005-2007) 	 	 	...Всех задерживаем... (форум) 	2005-2007 	электронная коммуникация ,  нехудожественная 	форум 	политика и общественная жизнь 	 	 	 Касьянов Касьяновым, на марше много было и других просто общественных организаций которые к политике имеют весьма далекое отношение.  [...Всех задерживаем... (форум) (2005-2007)] [омонимия не снята]
Topic change	ungoverned	Substances		no		   ― 	 Квас 	  	катастрофой, а шоколад не забыл 	Василий Шукшин. Ночью в бойлерной (1974) 	Василий Шукшин 	1929 	Ночью в бойлерной 	1974 	художественная 	рассказ 	 	Василий Шукшин. Собрание сочинений (в 3 томах), т3 	2003 	  Пилипенко с некоторой иронией наблюдал за суетливым человеком.   ― Катастрофа катастрофой, а шоколад не забыл?  ― сказал он.  [Василий Шукшин. Ночью в бойлерной (1974)] [омонимия не снята]
Topic change	ungoverned	Substances		no		  	 Кефир 	  	квасом, а ты спроворила бы 	К. М. Станюкович. Севастопольский мальчик. Повесть из времени Крымской войны (1902) 	К. М. Станюкович 	1843 	Севастопольский мальчик. Повесть из времени Крымской войны 	1902 	художественная 	повесть 	 	Станюкович К. М. Севастопольский мальчик 	1985 	  ― Квас квасом, а ты спроворила бы, бабенка, шкаликом.  [К. М. Станюкович. Севастопольский мальчик. Повесть из времени Крымской войны (1902)] [омонимия не снята]
Topic change	ungoverned	Human + animals		no		   ― 	 Киса 	 ―  	кефиром, а сходить с ума 	Ирина Пивоварова. Мечта Кости Палкина (1986) 	Ирина Пивоварова 	1939 	Мечта Кости Палкина 	1986 	художественная 	повесть 	 	И. М. Пивоварова. Однажды Катя с Манечкой 	1986 	 Кефир кефиром, а сходить с ума от волнения Костиным родителям не хотелось.  [Ирина Пивоварова. Мечта Кости Палкина (1986)] [омонимия не снята]
Topic change	ungoverned	Concrete		no		  Пустоглаза, обснята, 	 кишка 	  	кисой, а диктофончик тоже мог 	Владимир Кунин. Кыся (1998-2000) 	Владимир Кунин 	1927 	Кыся 	1998-2000 	художественная 	роман 	 	 	 	  ― Киса ― кисой, а диктофончик тоже мог оказаться в сумочке.  [Владимир Кунин. Кыся (1998-2000)] [омонимия не снята]
Topic change	ungoverned	Human + animals		no		  	 Клиентка 	  	кишкой, а ее на шею 	Виктор Астафьев. Царь-рыба (1974) 	Виктор Астафьев 	1924 	Царь-рыба 	1974 	художественная 	повесть, цикл 	 	Астафьев В. П. Царь-рыба: Повествование в рассказах. - М.: Современник, 1982 	1982 	 Пустоглаза, обснята, кишка кишкой, а ее на шею!  [Виктор Астафьев. Царь-рыба (1974)] [омонимия не снята]
Topic change	ungoverned	Abstract		no		   ― 	 Климат 	  	клиенткой, но, судя по внешнему 	Андрей Житков. Кафедра (2000) 	Андрей Житков 	1962 	Кафедра 	2000 	художественная 	роман 	 	Андрей Житков. «Кафедра» 	2000 	 Клиентка клиенткой, но, судя по внешнему виду, девица крепко «подсела» на более сильную «дурь»: круги под глазами, бледность, замедленная речь, будто каши в рот набрала…  [Андрей Житков. Кафедра (2000)] [омонимия не снята]
Topic change	ungoverned	Concrete		no		  	 Кличка 	  	климатом, но почему в доме 	Алексей Слаповский. Не сбылась моя мечта (1999) 	Алексей Слаповский 	1957 	Не сбылась моя мечта 	1999 	художественная 	рассказ 	 	Проза новой России: В 4 т. Т. 3 	2003 	  ― Климат климатом, но почему в доме-то лучше? ― как бы даже ошарашен ответом Алексей Тихонович, продолжая лукаво посматривать на Ларису.  [Алексей Слаповский. Не сбылась моя мечта (1999)] [омонимия снята]
Topic change	ungoverned	Concrete		no		 задали мне относительно моего образования!  	 Клон 	  	кличкой, ее заезжий инструктор маслодельного 	Сергей Залыгин. Комиссия (1976) 	Сергей Залыгин 	1913 	Комиссия 	1976 	художественная 	роман 	 	 	 	 Кличка кличкой, ее заезжий инструктор маслодельного союза человеку приклеил, но человек-то всё равно был свой, лебяжинский.  [Сергей Залыгин. Комиссия (1976)] [омонимия не снята]
Topic change	ungoverned	Concrete		no		   ― Интрига без переписки немыслима.  	 Клятва 	  	клоном, а «базар» фильтровать придется 	Красота, здоровье, отдых: Медицина и здоровье (форум) (2005) 	 	 	Красота, здоровье, отдых: Медицина и здоровье (форум) 	2005 	электронная коммуникация ,  нехудожественная 	форум 	частная жизнь 	Форум на eva.ru 	2005 	" Следующий вопрос уже задали мне относительно моего образования!  Клон клоном, а «базар» фильтровать придется!!!!  ; -)  , 2005.02.13 01: 37.  [Красота, здоровье, отдых: Медицина и здоровье (форум) (2005)] [омонимия не снята]"
Topic change	ungoverned	Concrete		yes		 материи… но об этом после.  	 Книга 	  	клятвою, документ документом.  Докажите королеве 	Кондратий Биркин (П. П. Каратыгин). Временщики и фаворитки XVI, XVII и XVIII столетий. Книга вторая (1871) 	Кондратий Биркин (П. П. Каратыгин) 	1832 	Временщики и фаворитки XVI, XVII и XVIII столетий. Книга вторая 	1871 	учебно-научная ,  нехудожественная 	монография 	история 	К. Биркин. Временщики и фаворитки XVI, XVII и XVIII столетий 	1992 	  ― Интрига без переписки немыслима.  Клятва клятвою, документ документом.  Докажите королеве на деле ваше совершенное к ней доверие…  [Кондратий Биркин (П. П. Каратыгин). Временщики и фаворитки XVI, XVII и XVIII столетий. Книга вторая (1871)] [омонимия не снята]
Topic change	ungoverned	Concrete		no		  Книги ― читай, однако помни ― 	 книга 	  	книгой, а жизнь жизнью.  Висновская 	Ф. Н. Плевако. Речь в защиту Бартенева (1891) 	Ф. Н. Плевако 	1842 	Речь в защиту Бартенева 	1891 	публицистика ,  нехудожественная 	речь 	право 	Судебные речи известных русских юристов 	1958 	 Позднее жизнь исполнила ее мечтательное желание, хотя суровые условия немного пародировали обстановку, где Висновская покончила счеты с жизнью, пародировали ее, начиная с более темных колеров материи… но об этом после.  Книга книгой, а жизнь жизнью.  Висновская продолжает играть на сцене, продолжает завоевывать положение, отвлекающее ее помыслы от смерти.  [Ф. Н. Плевако. Речь в защиту Бартенева (1891)] [омонимия не снята]
Topic change	ungoverned	Concrete		no		  «	 Книжка 	  	книгой, а своим мозгом двигай 	Максим Горький. В людях (1915-1916) 	Максим Горький 	1868 	В людях 	1915-1916 	художественная 	повесть 	 	Горький М. Детство. В людях. Мои университеты. ― М.: Художественная литература, 1975 	1975 	 Книги ― читай, однако помни ― книга книгой, а своим мозгом двигай!  [Максим Горький. В людях (1915-1916)] [омонимия не снята]
Topic change	ungoverned	Concrete		yes		 Священном Союзе.   Евангелие ― Евангелием, а 	 кнут 	 ―  	книжкой, ― говорил Герцен, ― но отзыв 	П. В. Анненков. Литературные воспоминания (1882) 	П. В. Анненков 	1812 	Литературные воспоминания 	1882 	публицистика ,  нехудожественная 	мемуары 	искусство и культура, история, политика и общественная жизнь, администрация и управление, строительство и архитектура, религия, частная жизнь 	«Литературные воспоминания». Серия литературных мемуаров под общей редакцией С. Н. Голубова, В. В. Григоренко, Н. К. Гудзия, С. А. Макашина, Ю. Г. Оксмана 	1960 	 «Книжка книжкой, ― говорил Герцен, ― но отзыв неосторожен и сам по себе и тем, что дает потачку журналу считать себя большим барином перед народом.  [П. В. Анненков. Литературные воспоминания (1882)] [омонимия не снята]
Topic change	ungoverned	Human + animals		no		  ― 	 Князь 	  	кнутом.  Пусть же брызги крови 	Д. С. Мережковский. Александр Первый (1922) 	Д. С. Мережковский 	1866 	Александр Первый 	1922 	художественная 	роман 	 	Мережковский Д. С. Собр. соч.: В 4 т. Том 3 	1990 	  «Болтовня безобидная, памятник пустой и звонкий», ― говорил Меттерних о Священном Союзе.   Евангелие ― Евангелием, а кнут ― кнутом.  Пусть же брызги крови по воздуху мечутся, мясо от костей отрывается, ― в час двадцать ударов, в три минуты удар, ― и так от восходящего до заходящего солнца.  [Д. С. Мережковский. Александр Первый (1922)] [омонимия не снята]
Topic change	ungoverned	Abstract		no		 или не симпатичен, немного разочаровался: 	 коллегиальность 	 ―  	князем, а я сам по 	А. К. Толстой. Князь Серебряный (1861-1863) 	А. К. Толстой 	1817 	Князь Серебряный 	1861-1863 	художественная 	роман 	 	А. К. Толстой.Князь Серебряный: Повесть времен Иоанна Грозного 	1981 	 ― Князь князем, а я сам по себе.  [А. К. Толстой. Князь Серебряный (1861-1863)] [омонимия не снята]
Topic change	ungoverned	Human + animals		no		 отец ответил ей, что, конечно, 	 Коллонтай 	  	коллегиальностью, но разве не может 	В. Ф. Панова. Ясный берег (1949) 	В. Ф. Панова 	1905 	Ясный берег 	1949 	художественная 	повесть 	 	Панова В. Ф. Собр. соч.: В 5 т. Т. 3 	1987 	 Коростелев, который еще не разобрал, симпатичен ему Горельченко или не симпатичен, немного разочаровался: коллегиальность ― коллегиальностью, но разве не может секретарь райкома в частном разговоре высказать свое личное мнение?  [В. Ф. Панова. Ясный берег (1949)] [омонимия не снята]
Topic change	ungoverned	Human + animals		no		   oksik.  	 Колобок 	- 	Коллонтаем, но она должна тем 	Галина Щербакова. Дивны дела Твои, Господи... (2001) 	Галина Щербакова 	1932 	Дивны дела Твои, Господи... 	2001 	художественная 	рассказ 	 	Галина Щербакова. Кровать Молотова 	2001 	 И отец ответил ей, что, конечно, Коллонтай Коллонтаем, но она должна тем не менее постараться.  [Галина Щербакова. Дивны дела Твои, Господи... (2001)] [омонимия не снята]
Topic change	ungoverned	Concrete		no		   	 Колхоз 	  	колобком… а если дедушка умер 	коллективный. Форум: Как сказать ребенку 4 лет о смерти прабабушки (2012) 	коллективный 	 	Форум: Как сказать ребенку 4 лет о смерти прабабушки 	2012 	электронная коммуникация ,  нехудожественная 	форум 	психология, частная жизнь, религия 	http://alpha-parenting.livejournal.com/645069 	 	  .  Колобок-колобком… а если дедушка умер?  которого знал, к которому в гости ходил, от которого игрушки… вон та и вот эта… я именно про людей спрашиваю.  [коллективный. Форум: Как сказать ребенку 4 лет о смерти прабабушки (2012)] [омонимия не снята]
Topic change	ungoverned	Human + animals		yes		   ― Что же они говорят?   ― «	 Колчак 	  	колхозом, а документы обратно добывать 	Анатолий Приставкин. Кукушата или жалобная песнь для успокоения сердца (1992) 	Анатолий Приставкин 	1931 	Кукушата или жалобная песнь для успокоения сердца 	1992 	художественная 	повесть 	 	Приставкин А. И. Ночевала тучка золотая 	2000 	  Колхоз колхозом, а документы обратно добывать надо.  [Анатолий Приставкин. Кукушата или жалобная песнь для успокоения сердца (1992)] [омонимия не снята]
Topic change	ungoverned	Concrete		no		   ― 	 Комиссовка 	  	Колчаком, а морда мордой…»   Адмирал 	А. И. Алдан-Семенов. Красные и белые (1966-1973) 	А. И. Алдан-Семенов 	1908 	Красные и белые 	1966-1973 	художественная 	роман 	 	Алдан-Семенов А. И. Красные и белые 	1989 	  ― Что же они говорят?   ― «Колчак Колчаком, а морда мордой…»   Адмирал вспыхнул, но сдержался.  [А. И. Алдан-Семенов. Красные и белые (1966-1973)] [омонимия не снята]
Topic change	ungoverned	Concrete		no		 Ну, я его поучил маленько: «	 Коммуна 	  	комиссовкой, но о здоровье-то 	Н. И. Гаген-Торн. Memoria (1936-1979) 	Н. И. Гаген-Торн 	1900 	Memoria 	1936-1979 	публицистика ,  нехудожественная 	мемуары 	 	Гаген-Торн Н. И. Memoria 	1994 	  ― Комиссовка комиссовкой, но о здоровье-то вам надлежит серьезно подумать: состояние очень неважное.  [Н. И. Гаген-Торн. Memoria (1936-1979)] [омонимия не снята]
Topic change	ungoverned	Concrete		no		  ― 	 Коммуна 	 ―  	коммуной, а о боге не 	Б. В. Савинков (В. Ропшин). Конь вороной (1923-1924) 	Б. В. Савинков (В. Ропшин) 	1879 	Конь вороной 	1923-1924 	художественная 	роман 	 	Б. Савинков. Избранное 	1990 	 Ну, я его поучил маленько: «Коммуна коммуной, а о боге не смей.  [Б. В. Савинков (В. Ропшин). Конь вороной (1923-1924)] [омонимия не снята]
Topic change	ungoverned	Abstract		no		  [Пончик-Непобеда, муж, 35]   Хе!   	 Коммунизм 	  	коммуной, а всякий норовит в 	М. Н. Платошкин. Отец (1929-1930) 	М. Н. Платошкин 	1904 	Отец 	1929-1930 	художественная 	рассказ 	 	На литературном посту: Литературно-художественный сборник 	1930 	 ― Коммуна ― коммуной, а всякий норовит в рай втихомолку прошмыгнуть за чужой счет.  [М. Н. Платошкин. Отец (1929-1930)] [омонимия не снята]
Topic change	ungoverned	Abstract		no		   ― 	 Коммунизм 	  	коммунизмом, а честолюбие!   Он Аса 	М. А. Булгаков. Адам и Ева. Пьеса в четырех актах (1931) 	М. А. Булгаков 	1891 	Адам и Ева. Пьеса в четырех актах 	1931 	художественная 	пьеса 	 	Собр. соч. в 5 т. Т.3. Пьесы. М.: Худож. лит., 1990. OCR Гуцев В. Н 	1990 	 [Пончик-Непобеда, муж, 35]   Хе!   Коммунизм коммунизмом, а честолюбие!   Он Аса-Герра ссадил!  [М. А. Булгаков. Адам и Ева. Пьеса в четырех актах (1931)] [омонимия не снята]
Topic change	ungoverned	Concrete		no		   Но 	 компьютер 	  	коммунизмом, а война случится ― без 	Борис Можаев. Дождь будет (1966) 	Борис Можаев 	1923 	Дождь будет 	1966 	художественная 	рассказ 	 	Борис Можаев. Живой. Повесть и рассказы 	1977 	  ― Коммунизм коммунизмом, а война случится ― без стана не обойтись, ― словно бы оправдывался дядя Пётра.  [Борис Можаев. Дождь будет (1966)] [омонимия не снята]
Topic change	ungoverned	Concrete		no		  Все-таки 	 компьютер 	  	компьютером, а богов гневить незачем 	Елена Хаецкая. Синие стрекозы Вавилона/ Судья неподкупный (1997) 	Елена Хаецкая 	1963 	Синие стрекозы Вавилона/ Судья неподкупный 	1997 	художественная 	повесть 	 	Хаецкая Е. Собр. соч.: В 5 т. Т.1 	2004 	  Но компьютер компьютером, а богов гневить незачем.  [Елена Хаецкая. Синие стрекозы Вавилона/ Судья неподкупный (1997)] [омонимия не снята]
Topic change	ungoverned	Abstract		no		   Но, с другой стороны, 	 комфорт 	  	компьютером, а без реальной жизни 	Поколение.ru: новая «Fаза» (2002) // «Культура», 2002.04.01 	 	 	Поколение.ru: новая «Fаза» 	2002 	публицистика ,  нехудожественная 	статья 	политика и общественная жизнь 	«Культура» 	2002.04.01 	 Все-таки компьютер компьютером, а без реальной жизни тоже плохо.  [Поколение.ru: новая «Fаза» (2002) // «Культура», 2002.04.01] [омонимия не снята]
Topic change	ungoverned	Concrete		no		  Но 	 конкурс 	  	комфортом, но как не превратить 	П. Слободской. Вечный вопрос: спор начальников и подчиненных // Coach, 2008 	П. Слободской 	 	Вечный вопрос: спор начальников и подчиненных 	2008 	публицистика, нехудожественная 	статья 	психология, администрация и управление 	Coach 	2008 	  Но, с другой стороны, комфорт комфортом, но как не превратить свою фирму в место, где бесконечно распивают чаи, говорят о жизни и ничего не делают?  [П. Слободской. Вечный вопрос: спор начальников и подчиненных // Coach, 2008] [омонимия не снята]
Topic change	ungoverned	Abstract		no		  	 Консерватизм 	  	конкурсом, а из поданных на 	Николай Молок. Москва как она есть. Московский Дом фотографии представил выставку-конкурс «Серебряная камера» (2002) // «Известия», 2002.01.24 	Николай Молок 	 	Москва как она есть. Московский Дом фотографии представил выставку-конкурс «Серебряная камера» 	2002 	публицистика ,  нехудожественная 	статья 	искусство и культура 	«Известия» 	2002.01.24 	 Но конкурс конкурсом, а из поданных на него работ получилась огромная выставка, открытая в залах МДФ на Остоженке.  [Николай Молок. Москва как она есть. Московский Дом фотографии представил выставку-конкурс «Серебряная камера» (2002) // «Известия», 2002.01.24] [омонимия не снята]
Topic change	ungoverned	Concrete		yes		  Так что текст ― текстом, 	 контекст 	 ―  	консерватизмом, но деньги тоже надо 	Александр Кабановский. Здоровый консерватизм (2002) // «Формула», 2002.03.15 	Александр Кабановский 	 	Здоровый консерватизм 	2002 	публицистика ,  нехудожественная 	статья 	спорт 	«Формула» 	2002.03.15 	 Консерватизм консерватизмом, но деньги тоже надо откуда-то брать.  [Александр Кабановский. Здоровый консерватизм (2002) // «Формула», 2002.03.15] [омонимия не снята]
Topic change	ungoverned	Concrete		no		   ― 	 Контракт 	  	контекстом, «новые» сменяют «старых», а 	Наталья Иванова. Между // «Новый Мир», 1996 	Наталья Иванова 	1945 	Между 	1996 	публицистика ,  нехудожественная 	статья 	искусство и культура 	«Новый Мир» 	1996 	 Так что текст ― текстом, контекст ― контекстом, «новые» сменяют «старых», а стилистические отличия при ближайшем рассмотрении не столь уж и контрастны.  [Наталья Иванова. Между // «Новый Мир», 1996] [омонимия не снята]
Topic change	ungoverned	Concrete		no		  	 Конфуз 	  	контрактом, ― сказала Лидия, ― но, главное 	Ольга Некрасова. Платит последний (2000) 	Ольга Некрасова 	1956 	Платит последний 	2000 	художественная 	роман 	 	Ольга Некрасова. Платит последний 	2000 	  ― Контракт контрактом, ― сказала Лидия, ― но, главное, я хочу сохранить жизнь Ивашникова.  [Ольга Некрасова. Платит последний (2000)] [омонимия не снята]
Topic change	ungoverned	Concrete		no		   ― 	 Конфуз 	  	конфузом, но и радость наша 	М. В. Нестеров. О пережитом. 1862–1917 гг. Воспоминания (1926-1928) 	М. В. Нестеров 	1862 	О пережитом. 1862–1917 гг. Воспоминания 	1926-1928 	публицистика, нехудожественная 	мемуары 	искусство и культура, частная жизнь 	Михаил Нестеров. О пережитом. 1862–1917 гг. Воспоминания 	2006 	 Конфуз конфузом, но и радость наша была велика.  [М. В. Нестеров. О пережитом. 1862–1917 гг. Воспоминания (1926-1928)] [омонимия не снята]
Topic change	ungoverned	Abstract		no		  Или как всегда: 	 концепция 	 ―  	конфузом, а земля-то черствеет 	А. И. Мусатов. Земля молодая (1960) 	А. И. Мусатов 	1911 	Земля молодая 	1960 	художественная 	повесть 	 	Собрание сочинений в 3-х томах. Т. 3 	1978 	  ― Конфуз конфузом, а земля-то черствеет, ― остановившись, рассудительно сказал Анисим.  [А. И. Мусатов. Земля молодая (1960)] [омонимия не снята]
Topic change	ungoverned	Abstract		no		  Но, с другой стороны, 	 конъюнктура 	  	концепцией, а лес и ныне 	Евгений Толстых. Лес рубят ― миллионы летят (2003) // «Совершенно секретно», 2003.08.09 	Евгений Толстых 	 	Лес рубят ― миллионы летят 	2003 	публицистика ,  нехудожественная 	статья 	бизнес, коммерция, экономика, финансы 	«Совершенно секретно» 	2003.08.09 	 Или как всегда: концепция ― концепцией, а лес и ныне там?..  [Евгений Толстых. Лес рубят ― миллионы летят (2003) // «Совершенно секретно», 2003.08.09] [омонимия не снята]
Topic change	ungoverned	Abstract		no		   Оно, конечно, 	 кооперация 	 ―  	конъюнктурой, а жизнь жизнью.  	Андрей Волос. Недвижимость (2000) // «Новый Мир», 2001 	Андрей Волос 	1955 	Недвижимость 	2000 	художественная 	роман 	 	«Новый Мир» 	2001 	 Но, с другой стороны, конъюнктура конъюнктурой, а жизнь жизнью.  [Андрей Волос. Недвижимость (2000) // «Новый Мир», 2001] [омонимия снята]
Topic change	ungoverned	Abstract		yes		  Советы советами, а 	 кооперация 	  	кооперацией, надо поддержать кооперативного собрата 	Скиф. Губжилсоюзское торгашество (1928.10.15) // «Нижегородский кооператор», № 20 (85), 1928 	Скиф 	 	Губжилсоюзское торгашество 	1928.10.15 	публицистика ,  нехудожественная 	заметка 	администрация и управление, бизнес, коммерция, экономика, финансы 	«Нижегородский кооператор», № 20 (85) 	1928 	  Оно, конечно, кооперация ― кооперацией, надо поддержать кооперативного собрата ― Производсоюз, да ведь «тыщенка ― деньги»…  [Скиф. Губжилсоюзское торгашество (1928.10.15) // «Нижегородский кооператор», № 20 (85), 1928] [омонимия не снята]
Topic change	ungoverned	Human + animals		no		 наш директор, стоит на спевке, 	 коротышка 	  	кооперацией, ― многим думалось, а потому 	И. Коротков. Кооперация и перевыборы Советов (1928.11.07) // «Нижегородский кооператор», № 21 (86), 1928 	И. Коротков 	 	Кооперация и перевыборы Советов 	1928.11.07 	публицистика ,  нехудожественная 	статья 	политика и общественная жизнь, администрация и управление 	«Нижегородский кооператор», № 21 (86) 	1928 	 Советы советами, а кооперация кооперацией, ― многим думалось, а потому, что особенно беспокоиться?  [И. Коротков. Кооперация и перевыборы Советов (1928.11.07) // «Нижегородский кооператор», № 21 (86), 1928] [омонимия не снята]
Topic change	ungoverned	Abstract		no		  Однако 	 красота 	  	коротышкой, а бородатый регент кричит 	Александр Рекемчук. Мальчики // «Юность», 1970 	Александр Рекемчук 	1927 	Мальчики 	1970 	художественная 	повесть 	 	«Юность» 	1970 	 Мне даже трудно представить себе, как это он, наш директор, стоит на спевке, коротышка коротышкой, а бородатый регент кричит на него: «Эй, ты, как тебя…  [Александр Рекемчук. Мальчики // «Юность», 1970] [омонимия не снята]
Topic change	ungoverned	Abstract		no		  	 Красота 	 ―  	красотою, а «война» ― согласно плану 	Илья Анпилогов. Уроки армии и войны, или Хроника чеченских будней. Из дневника солдата-срочника // «Континент», 2002 	Илья Анпилогов 	1982 	Уроки армии и войны, или Хроника чеченских будней. Из дневника солдата-срочника 	2002 	художественная 	рассказ 	 	«Континент» 	2002 	 Однако красота красотою, а «война» ― согласно плану БП.  [Илья Анпилогов. Уроки армии и войны, или Хроника чеченских будней. Из дневника солдата-срочника // «Континент», 2002] [омонимия не снята]
Topic change	ungoverned	Abstract		yes		   ― 	 Кризис 	 ―  	красотой, но богатая вещь несет 	Евгения Пищикова. Пятиэтажная Россия (2007) // «Русская Жизнь», 2008 	Евгения Пищикова 	 	Пятиэтажная Россия 	2007 	художественная 	очерк, цикл 	 	«Русская Жизнь» 	2008 	 Красота ― красотой, но богатая вещь несет в себе грех, опасность.  [Евгения Пищикова. Пятиэтажная Россия (2007) // «Русская Жизнь», 2008] [омонимия не снята]
Topic change	ungoverned	Abstract		no		  	 Кризис 	  	кризисом, власть ― властью, а Россия 	В. Губарев, Ю. С. Осипов. Академик Юрий Осипов: куда же идет наша наука? // «Наука и жизнь», 2007 	В. Губарев, Ю. С. Осипов 	 	Академик Юрий Осипов: куда же идет наша наука? 	2007 	публицистика ,  нехудожественная 	интервью 	наука и технологии 	«Наука и жизнь» 	2007 	  ― Кризис ― кризисом, власть ― властью, а Россия-то остается Россией!  [В. Губарев, Ю. С. Осипов. Академик Юрий Осипов: куда же идет наша наука? // «Наука и жизнь», 2007] [омонимия не снята]
Topic change	ungoverned	Abstract		no		   	 Кризис 	  	кризисом, а число желающих разгладить 	Маринэ Восканян. Молодость вместо нефти // «Однако», 2010 	Маринэ Восканян 	 	Молодость вместо нефти 	2010 	публицистика, нехудожественная 	статья 	бизнес, коммерция, экономика, финансы 	«Однако» 	2010 	 Кризис кризисом, а число желающих разгладить морщины, выпрямить нос и увеличить грудь только растет.  [Маринэ Восканян. Молодость вместо нефти // «Однако», 2010] [омонимия не снята]
Topic change	ungoverned	Abstract		no		  	 Криминал 	  	кризисом, а живем мы здесь 	коллективный. Неделя. Письма // «Огонек», 2015 	коллективный 	 	Неделя. Письма 	2015 	публицистика, нехудожественная 	письмо 	бизнес, коммерция, экономика, финансы, сельское хозяйство 	«Огонек» 	2015 	  Кризис кризисом, а живем мы здесь и сейчас.  [коллективный. Неделя. Письма // «Огонек», 2015] [омонимия не снята]
Topic change	ungoverned	Abstract		no		  	 Критика 	  	криминалом, а в моей жизни 	Алексей Грачев. Ярый-3. Ордер на смерть (2000) 	Алексей Грачев 	 	Ярый-3. Ордер на смерть 	2000 	художественная 	роман 	 	Алексей Грачев. Ярый-3. Ордер на смерть 	2000 	 Криминал криминалом, а в моей жизни и другие вещи есть!  [Алексей Грачев. Ярый-3. Ордер на смерть (2000)] [омонимия не снята]
Topic change	ungoverned	Abstract		no		 фондом, что и сам журнал.  	 Критика 	  	критикой, а не ценить редкой 	Людмила Гурченко. Аплодисменты (1994-2003) 	Людмила Гурченко 	1935 	Аплодисменты 	1994-2003 	публицистика ,  нехудожественная 	мемуары 	 	Людмила Гурченко. Аплодисменты 	2004 	 Критика критикой, а не ценить редкой возможности появиться на экране в музыкальной роли, было бы грешно.  [Людмила Гурченко. Аплодисменты (1994-2003)] [омонимия не снята]
Topic change	ungoverned	Abstract		no		   ― 	 Крой 	  	критикой, а рынок рынком.   В 	Акакий Самохвалов. Обзор российских интеллектуальных журналов (2003) // «Неприкосновенный запас», 2003.11.11 	Акакий Самохвалов 	 	Обзор российских интеллектуальных журналов 	2003 	публицистика ,  нехудожественная 	обзор 	искусство и культура 	«Неприкосновенный запас» 	2003.11.11 	 Впрочем, некритическое отношение двух последних рецензентов к своему предмету легко объясняется тем обстоятельством, что данное издание финансировалось тем же фондом, что и сам журнал.  Критика критикой, а рынок рынком.   В направлении, аналогичном «Критической массе», в сфере арт-критики движется  .  [Акакий Самохвалов. Обзор российских интеллектуальных журналов (2003) // «Неприкосновенный запас», 2003.11.11] [омонимия не снята]
Topic change	ungoverned	Concrete		yes		 крышей, жили одной семьёй, но 	 крыша 	―  	кроем, но оттяжку правильно надо 	Татьяна Моспан. Подиум (2000) 	Татьяна Моспан 	 	Подиум 	2000 	художественная 	роман 	 	Татьяна Моспан. Подиум 	2000 	  ― Крой кроем, но оттяжку правильно надо делать.  [Татьяна Моспан. Подиум (2000)] [омонимия не снята]
